given_address,lat,lon,formatted,name,street,county_code,postcode,suburb,district,city,state_code,confidence_street_level,county,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
"Phillipsburg, New Jersey (United States of America)",40.6937099,-75.1901761,"Phillipsburg, NJ 08865, United States of America",,,,,08865,,Phillipsburg,,Warren County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Meriden, Kansas (United States of America)",39.1888874,-95.5697001,"Meriden, KS 66512, United States of America",,,,,66512,,Meriden,,Jefferson County,Kansas,KS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Trenton, Georgia (United States of America)",34.8720222,-85.50913,"Trenton, GA, United States of America",,,,,,,Trenton,,Dade County,Georgia,GA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Jim Thorpe, Pennsylvania (United States of America)",40.8759235,-75.7324127,"Jim Thorpe, PA 18229, United States of America",,,,,18229,,Jim Thorpe,,Carbon County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Glasgow, Kentucky (United States of America)",36.995906,-85.9124842,"Glasgow, KY, United States of America",,,,,,,Glasgow,,Barren County,Kentucky,KY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Duanesburg, New York (United States of America)",42.76202,-74.1337383,"Duanesburg, NY, United States of America",,,,,,,Duanesburg,,Schenectady County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Recife, Pernambuco (Brazil)",-8.0584933,-34.8848193,"Recife, Região Metropolitana do Recife, Brazil",,,,,,,Recife,,Região Metropolitana do Recife,Pernambuco,PE,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Lorraine, New York (United States of America)",43.766457,-75.959364,"Lorraine, NY, United States of America",,,,,,,Lorraine,,Jefferson County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Highland, Illinois (United States of America)",38.7394918,-89.6712008,"Highland, IL, United States of America",,,,,,,Highland,,Madison County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tochigi (Japan),36.3818177,139.733591,"Tochigi, Tochigi Prefecture, Japan",,,,,,,Tochigi,,Tochigi Prefecture,,,Japan,jp,0.95,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tokorozawa, Saitama (Japan)",35.7994271,139.4687478,"Tokorozawa, Saitama Prefecture, Japan",,,,,,,Tokorozawa,,Saitama Prefecture,,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Rome, Georgia (United States of America)",34.257038,-85.1646726,"Rome, GA, United States of America",,,,,,,Rome,,Floyd County,Georgia,GA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Finderne, New Jersey (United States of America)",40.5631587,-74.5776568,"Finderne, NJ 08890, United States of America",,,,Finderne,08890,Finderne,,,Somerset County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Quito, Pichincha (Ecuador)",-0.2201641,-78.5123274,"17041, Quito, Ecuador",,,,Quito,17041,,Quito,,Quito,Pichincha,P,Ecuador,ec,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Reynolds, Georgia (United States of America)",32.5598685,-84.0963004,"Reynolds, GA 31076, United States of America",,,,,31076,,Reynolds,,Taylor County,Georgia,GA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Butler, New Jersey (United States of America)",41.0037087,-74.3415394,"Butler, NJ, United States of America",,,,,,,Butler,,Morris County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Dublin, Dublin (Ireland)",53.3497645,-6.2602732,"Dublin, Ireland",,,,,,,Dublin,D,County Dublin,,,Ireland,ie,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Vicenza, Veneto (Italy)",45.5488306,11.5478825,"Vicenza, Italy",,,,,,,Vicenza,VI,Vicenza,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Arendal, Aust-Agder (Norway)",58.470206000000005,8.75965039996466,"KUBEN, Parkveien, 4846 Arendal, Norway",,,Parkveien,KUBEN,4846,Langsæ,Arendal,,Agder,,,Norway,no,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hormigueros (Puerto Rico),,,,,,,,,,,,,,,,,,,,,
Kyoto (Japan),35.021041,135.7556075,"Kyoto, Kyoto Prefecture, Japan",,,,,,,Kyoto,,Kyoto Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Samoa,-13.7693895,-172.12005,Samoa,,,,,,,,,,,,Samoa,ws,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Christiansburg, Virginia (United States of America)",37.1298517,-80.4089389,"Christiansburg, VA, United States of America",,,,,,,Christiansburg,,Montgomery County,Virginia,VA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"New Milford, New Jersey (United States of America)",40.9350986,-74.0190281,"New Milford, NJ, United States of America",,,,,,,New Milford,,Bergen County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"North Highlands, California (United States of America)",38.6857362,-121.3721745,"North Highlands, CA 95843, United States of America",,,,North Highlands,95843,North Highlands,,,Sacramento County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Meppen, Niedersachsen (Germany)",52.6947452,7.2909824,"49716 Meppen, Germany",,,,,49716,,Meppen,,Landkreis Emsland,Lower Saxony,,Germany,de,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tetitlán, Guerrero (Mexico)",17.1588365,-100.6399178,"Tetitlán, Técpan de Galeana, Mexico",,,,Tetitlán,,,Tetitlán,,Técpan de Galeana,Guerrero,GRO,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"North Arlington, New Jersey (United States of America)",40.788434,-74.1331988,"North Arlington, NJ 07031, United States of America",,,,,07031,,North Arlington,,Bergen County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Saint Croix (United States Virgin Islands),17.746706,-64.779172,"Saint Croix, US Virgin Islands, United States of America",,,,Saint Croix,,,,,,Saint Croix,,,vi,1,,,,https://www.whosonfirst.org/docs/licenses/
"Middleborough, Massachusetts (United States of America)",41.8931576,-70.9111517,"Middleborough, MA 02346, United States of America",,,,,02346,,Middleborough,,Plymouth County,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Kingston upon Hull, East Yorkshire, England (United Kingdom)",53.7435722,-0.3394758,"Hull, HU1 3RA, United Kingdom",,,,Hull,HU1 3RA,,Hull,KHL,Kingston upon Hull,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Texarkana, Arkansas (United States of America)",33.4254259,-94.0430937,"Texarkana, AR 71854, United States of America",,,,,71854,,Texarkana,,Miller County,Arkansas,AR,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Salem, New Jersey (United States of America)",39.5717796,-75.4671423,"Salem, NJ, United States of America",,,,,,,Salem,,Salem County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Kurihara, Miyagi (Japan)",38.7300697,141.0209417,"Kurihara, Miyagi Prefecture, Japan",,,,,,,Kurihara,,Miyagi Prefecture,,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Southampton, New York (United States of America)",40.884267,-72.3895296,"Southampton, NY, United States of America",,,,,,,Southampton,,Suffolk County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Key West, Florida (United States of America)",24.5625566,-81.7724368,"Key West, FL, United States of America",,,,,,,Key West,,Monroe County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ciudad de Panamá (Panama),8.9714493,-79.5341802,"080807, Panama City, Panamá, Panama",,,,Panama,080807,,Panama,,Distrito Panamá,Panamá,,Panama,pa,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Greeley, Colorado (United States of America)",40.4233142,-104.7091322,"Greeley, CO, United States of America",,,,,,,Greeley,,Weld County,Colorado,CO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Stockport, Greater Manchester, England (United Kingdom)",53.407901,-2.160243,"Stockport, Greater Manchester, ENG, United Kingdom",,,,,,,Stockport,,Greater Manchester,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Boca Raton, Florida (United States of America)",26.3586885,-80.0830984,"Boca Raton, FL, United States of America",,,,,,,Boca Raton,,Palm Beach County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Olive Branch, Mississippi (United States of America)",34.9617605,-89.8295315,"Olive Branch, MS 38654, United States of America",,,,,38654,,Olive Branch,,DeSoto County,Mississippi,MS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Anchorage, Alaska (United States of America)",61.2163129,-149.894852,"Anchorage, AK 99501-2118, United States of America",,,,Anchorage,99501-2118,,Anchorage,,Anchorage,Alaska,AK,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Holytown, North Lanarkshire, Scotland (United Kingdom)",55.8212588,-3.9767761,"Holytown, ML1 4RH, United Kingdom",,,,Holytown,ML1 4RH,,Holytown,NLK,North Lanarkshire,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Nashua, New Hampshire (United States of America)",42.7656251,-71.4677032,"Nashua, NH, United States of America",,,,,,,Nashua,,Hillsborough County,New Hampshire,NH,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Pascagoula, Mississippi (United States of America)",30.3646795,-88.5585995,"Pascagoula, MS, United States of America",,,,,,,Pascagoula,,Jackson County,Mississippi,MS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"East Lansing, Michigan (United States of America)",42.7320307,-84.4721678,"East Lansing, MI, United States of America",,,,,,,East Lansing,,Ingham County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Fukushima, Fukushima (Japan)",37.760777,140.4745807,"Fukushima, Fukushima Prefecture, Japan",,,,,,,Fukushima,,Fukushima Prefecture,,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Huejotzingo, Puebla (Mexico)",19.159237,-98.4069843,"74160 Huejotzingo, PUE, Mexico",,,,Huejotzingo,74160,,Huejotzingo,,Huejotzingo,Puebla,PUE,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Randers, Midtjylland (Denmark)",56.4355428,10.0425957,"8940 Randers, Denmark",,,,Randers,8940,Randers,Randers,,,Central Denmark Region,,Denmark,dk,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Trinidad and Tobago,10.8677845,-60.9821067,Trinidad and Tobago,,,,,,,,,,,,Trinidad and Tobago,tt,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Livonia, Michigan (United States of America)",42.36837,-83.3527097,"Livonia, MI, United States of America",,,,,,,Livonia,,Wayne County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Weinheim, Baden-Württemberg (Germany)",49.5462349,8.6717458,"69469 Weinheim, Germany",,,,,69469,,Weinheim,,Rhein-Neckar-Kreis,Baden-Württemberg,BW,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"San Cristóbal Ecatepec de Morelos, Estado de México (Mexico)",19.564023849999998,-99.02779280915897,"San Cristobal, Colonia El Chamizalito, Ecatepec de Morelos, State of Mexico, Mexico",,,,San Cristobal,,Colonia El Chamizalito,Ecatepec de Morelos,,,State of Mexico,,Mexico,mx,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Saint-LinLaurentides, Quebec (Canada)",45.860731,-73.774623,"Saint-Lin - Laurentides, QC, Canada",,,,,,,Saint-Lin - Laurentides,,Montcalm,Quebec,QC,Canada,ca,0.95,0.95,,,https://www.whosonfirst.org/docs/licenses/
"Massillon, Ohio (United States of America)",40.7965119,-81.5231597,"Massillon, OH 44647, United States of America",,,,,44647,,Massillon,,Stark County,Ohio,OH,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Weymouth, Dorset, England (United Kingdom)",50.6096257,-2.4543424,"Weymouth, Dorset, ENG, United Kingdom",,,,,,,Weymouth,DOR,Dorset,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Arlington, Texas (United States of America)",32.7355816,-97.1071186,"Arlington, TX, United States of America",,,,,,,Arlington,,Tarrant County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Campbell River, British Columbia (Canada)",50.023071,-125.2441538,"Campbell River, BC, Canada",,,,,,,Campbell River,,,British Columbia,BC,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Daytona Beach, Florida (United States of America)",29.2108147,-81.0228331,"Daytona Beach, FL, United States of America",,,,,,,Daytona Beach,,Volusia County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Medford, Oregon (United States of America)",42.3264181,-122.8718605,"Medford, OR, United States of America",,,,,,,Medford,,Jackson County,Oregon,OR,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Scarsdale, New York (United States of America)",40.9880495,-73.7974133,"Scarsdale, NY 10583, United States of America",,,,,10583,,Scarsdale,,Westchester County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Oshkosh, Wisconsin (United States of America)",44.0206919,-88.5408574,"Oshkosh, WI, United States of America",,,,,,,Oshkosh,,Winnebago County,Wisconsin,WI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bocholt, Nordrhein-Westfalen (Germany)",51.8382715,6.6148669,"Bocholt, North Rhine-Westphalia, Germany",,,,,,,Bocholt,,Kreis Borken,North Rhine-Westphalia,,Germany,de,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Caguas (Puerto Rico),,,,,,,,,,,,,,,,,,,,,
"La Barca, Jalisco (Mexico)",20.2860699,-102.5459147,"47910 La Barca, JAL, Mexico",,,,La Barca,47910,,La Barca,,La Barca,Jalisco,JAL,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Guadeloupe,16.2490067,-61.5650444,"GP, France",,,,,,,,,,Guadeloupe,GP,France,fr,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Villahermosa, Tabasco (Mexico)",18.0018152,-92.9330401483751,"Villahermosa, Centro, Mexico",,,,Villahermosa,,,Villahermosa,,Centro,Tabasco,TAB,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ocala, Florida (United States of America)",29.1871986,-82.1400923,"Ocala, FL, United States of America",,,,,,,Ocala,,Marion County,Florida,FL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Frontera, Tabasco (Mexico)",18.5321825,-92.6461428,"86750 Frontera, TAB, Mexico",,,,Frontera,86750,,Frontera,,Centla,Tabasco,TAB,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Marquette, Michigan (United States of America)",46.5434914,-87.396433,"Marquette, MI 49855, United States of America",,,,,49855,,Marquette,,Marquette County,Michigan,MI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Alliance, Ohio (United States of America)",40.9153362,-81.1059309,"Alliance, OH, United States of America",,,,,,,Alliance,,Stark County,Ohio,OH,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Glenrothes, Fife, Scotland (United Kingdom)",56.1961905,-3.1716324,"Glenrothes, KY7 5NN, United Kingdom",,,,Glenrothes,KY7 5NN,,Glenrothes,FIF,Fife,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Gera, Thüringen (Germany)",50.8772301,12.0796208,"Gera, Thuringia, Germany",,,,,,,Gera,,,Thuringia,,Germany,de,1,0.48999999999999994,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Washington, Pennsylvania (United States of America)",40.17396,-80.2461714,"Washington, PA 15301, United States of America",,,,,15301,,Washington,,Washington County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Magnolia, Texas (United States of America)",30.2093794,-95.7507815,"Magnolia, TX, United States of America",,,,,,,Magnolia,,Montgomery County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Liss, Hampshire, England (United Kingdom)",51.0415389,-0.8994549640083951,"Liss, East Hampshire, ENG, United Kingdom",,,,Liss,,Liss,East Hampshire,HAM,Hampshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Duluth, Minnesota (United States of America)",46.7729322,-92.1251218,"Duluth, MN, United States of America",,,,,,,Duluth,,Saint Louis County,Minnesota,MN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Burlington, Wisconsin (United States of America)",42.6780758,-88.27619,"Burlington, WI 53105, United States of America",,,,,53105,,Burlington,,Racine County,Wisconsin,WI,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Chandigarh, Punjab (India)",30.728092,76.7784,"Chandigarh, India",,,,,,,Chandigarh,,Chandigarh,Chandigarh,CH,India,in,1,,,,https://www.whosonfirst.org/docs/licenses/
"Richardson, Texas (United States of America)",32.9481789,-96.7297206,"Richardson, TX, United States of America",,,,,,,Richardson,,Dallas County,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"West Hollywood, California (United States of America)",34.0923014,-118.3692894,"West Hollywood, CA, United States of America",,,,,,,West Hollywood,,Los Angeles County,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
New Jersey (United States of America),40.0757384,-74.4041622,"NJ, United States of America",,,,,,,,,,New Jersey,NJ,United States,us,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tomakomai, Hokkaido (Japan)",42.6340602,141.6055453,"Tomakomai, Hokkaido Prefecture, Japan",,,,,,,Tomakomai,,Hokkaido Prefecture,Iburi Subprefecture,,Japan,jp,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Perth, Perth and Kinross, Scotland (United Kingdom)",56.3957679,-3.4335463,"Perth, PH1, United Kingdom",,,,Perth,PH1,,Perth,PKN,Perth and Kinross,Scotland,SCT,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Victoria, British Columbia (Canada)",48.4283182,-123.3649533,"Victoria, BC, Canada",,,,,,,Victoria,,Capital Regional District,British Columbia,BC,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Worcester, Worcestershire, England (United Kingdom)",52.1911849,-2.2206585,"Worcester, Worcestershire, ENG, United Kingdom",,,,,,,Worcester,WOR,Worcestershire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Blue Earth, Minnesota (United States of America)",43.637455,-94.1021821,"Blue Earth, MN 56013, United States of America",,,,,56013,,Blue Earth,,Faribault County,Minnesota,MN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bellingham, Washington (United States of America)",48.7544012,-122.4788361,"Bellingham, WA, United States of America",,,,,,,Bellingham,,Whatcom County,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Grimsby, Lincolnshire, England (United Kingdom)",53.5677371,-0.0736289,"Grimsby, DN32 9UT, United Kingdom",,,,Grimsby,DN32 9UT,,Grimsby,NEL,North East Lincolnshire,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Alton, Illinois (United States of America)",38.8908583,-90.1843091,"Alton, IL 62002, United States of America",,,,,62002,,Alton,,Madison County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Dayton, Ohio (United States of America)",39.7589478,-84.1916069,"Dayton, OH, United States of America",,,,,,,Dayton,,Montgomery County,Ohio,OH,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Princeton, West Virginia (United States of America)",37.366328,-81.1026607,"Princeton, WV 24740, United States of America",,,,,24740,,Princeton,,Mercer County,West Virginia,WV,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Natal, Rio Grande do Norte (Brazil)",-5.805398,-35.2080905,"Natal, Região Geográfica Intermediária de Natal, Brazil",,,,,,,Natal,,Região Geográfica Intermediária de Natal,Rio Grande do Norte,RN,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Großenhain, Sachsen (Germany)",51.2911845,13.5317153,"01558 Großenhain, Germany",,,,,01558,,Großenhain,,Meißen,Saxony,,Germany,de,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Nesquehoning, Pennsylvania (United States of America)",40.864534,-75.8110277,"Nesquehoning, PA 18240, United States of America",,,,,18240,,Nesquehoning,,Carbon County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"El Colorado, Formosa (Argentina)",-26.3083815,-59.3720661,"P3603 El Colorado, Argentina",,,,El Colorado,P3603,,El Colorado,,Departamento Pirané,Formosa,P,Argentina,ar,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Agrigento, Sicilia (Italy)",37.3122991,13.57465,"92100 Agrigento AG, Italy",,,,,92100,,Agrigento,AG,Agrigento,Sicily,,Italy,it,1,0.5,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Carthage, North Carolina (United States of America)",35.345802,-79.4170543,"Carthage, NC 29327, United States of America",,,,,29327,,Carthage,,Moore County,North Carolina,NC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Copiague, New York (United States of America)",40.6840538,-73.4008102,"Copiague, NY 11726, United States of America",,,,,11726,Copiague,,,Suffolk County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Tsu, Mie (Japan)",34.7341973,136.5153283,"Tsu, Mie Prefecture, Japan",,,,,,,Tsu,,Mie Prefecture,,,Japan,jp,0.5,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ibaraki, Osaka (Japan)",34.834009,135.5539509,"Ibaraki, Osaka Prefecture, Japan",,,,,,,Ibaraki,,Osaka Prefecture,,,Japan,jp,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Villa Hidalgo, Zacatecas (Mexico)",22.3540061,-101.7133613,"Villa Hidalgo, Mexico",,,,Villa Hidalgo,,,Villa Hidalgo,,Villa Hidalgo,Zacatecas,ZAC,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Bossier City, Louisiana (United States of America)",32.5369356,-93.6952689,"Bossier City, LA, United States of America",,,,,,,Bossier City,,Bossier Parish,Louisiana,LA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Glen Rock, New Jersey (United States of America)",40.9628758,-74.1329208,"Glen Rock, NJ 07452, United States of America",,,,,07452,,Glen Rock,,Bergen County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"New Brunswick, New Jersey (United States of America)",40.4862174,-74.4518173,"New Brunswick, NJ, United States of America",,,,,,,New Brunswick,,Middlesex County,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Brescia, Lombardia (Italy)",45.5398022,10.2200214,"Brescia, Italy",,,,,,,Brescia,BS,Brescia,Lombardy,,Italy,it,1,0.5444444444444444,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Lafayette, Indiana (United States of America)",40.4167022,-86.8752869,"Lafayette, IN, United States of America",,,,,,,Lafayette,,Tippecanoe County,Indiana,IN,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Hermosillo, Sonora (Mexico)",29.0948207,-110.9692202,"83140 Hermosillo, SON, Mexico",,,,Hermosillo,83140,,Hermosillo,,Hermosillo,Sonora,SON,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Alexandria, Virginia (United States of America)",38.8051095,-77.0470229,"Alexandria, VA, United States of America",,,,,,,Alexandria,,,Virginia,VA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Heilbad Heiligenstadt, Thüringen (Germany)",51.3756186,10.138224,"37308 Heilbad Heiligenstadt, Germany",,,,,37308,,Heilbad Heiligenstadt,,Landkreis Eichsfeld,Thuringia,,Germany,de,1,0.48999999999999994,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ashland, Kentucky (United States of America)",38.4784144,-82.6379387,"Ashland, KY, United States of America",,,,,,,Ashland,,Boyd County,Kentucky,KY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"White Plains, New York (United States of America)",41.0339862,-73.7629097,"White Plains, NY, United States of America",,,,,,,White Plains,,Westchester County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Dhirana, Himachal Pradesh (India)",30.73951,77.66286,"Dhiraina, Sirmaur, India",,,,,,,Dhiraina,,Sirmaur,Himachal Pradesh,HP,India,in,0.6124999999999999,0.6124999999999999,,,https://www.whosonfirst.org/docs/licenses/
