,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
10171,Michael Stein,110 lbs. (50 kg) at 5'7'' (1.70 m),Germany,18th September 1991 (age 30),30th August 2008 (13 years ago),Michael Stein,,,
10943,Satoru Kitaoka,155 lbs. (70 kg) at 5'6'' (1.68 m),"Nara, Nara (Japan)",4th February 1980 (age 42),31st October 2000 (21 years ago),Satoru Kitaoka,,,
11040,Edmund Charles Heath,196 lbs. (89 kg) at 5'4'' (1.63 m),"Leeds, West Yorkshire, England (United Kingdom)",21st July 1934,,Ted Heath,17th August 2014,,
11700,unknown,,,,,Greg Wojokowski,,,
11782,Hayato Sakurai,170 lbs. (77 kg) at 5'7'' (1.70 m),"Ibaraki, Ibaraki (Japan)",24th August 1975 (age 46),4th October 1996 (25 years ago),Hayato Sakurai,,,
12461,Masanori Kanehara,145 lbs. (66 kg) at 5'8'' (1.73 m),"Tokyo, Tokyo (Japan)",18th November 1982 (age 39),15th September 2003 (18 years ago),Masanori Kanehara,,,
12633,unknown,,Mexico,22nd October 1994 (age 27),6th February 2009 (13 years ago),Lady Maravilla ,,,
12639,Timoteo Tobias Imada,155 lbs. (70 kg) at 5'8'' (1.73 m),"Glendale, California (United States of America)",16th July 1978 (age 43),20th August 1998 (23 years ago),Toby Imada,,,
12681,Jesús Omar de la Cruz,170 lbs. (77 kg) at 5'11'' (1.80 m),Santo Domingo (Dominican Republic),5th November 1979 (age 42),10th March 2007 (14 years ago),Omar de la Cruz,,,
12997,Anthony Waldburger Jr.,170 lbs. (77 kg) at 5'11'' (1.80 m),"Temple, Texas (United States of America)",25th April 1988 (age 33),26th November 2005 (16 years ago),TJ Waldburger,,,
13414,Timothy Fred Kennedy,185 lbs. (84 kg) at 5'11'' (1.80 m),"San Luis Obispo, California (United States of America)",1st September 1979 (age 42),31st August 2001 (20 years ago),Tim Kennedy,,,
13643,unknown,,,,,Richard Charland,,,
15549,Alan Giovanni Pérez Montoya,,Estado de México (Mexico),12th August 1990 (age 31),2007,Alan Extreme,,,
15808,unknown,240 lbs. (109 kg) at 6'3'' (1.91 m),"Berlin, Berlin (Germany)",7th October 1987 (age 34),3rd October 2009 (12 years ago),Frank Bouncer,,,
15884,Miyako Matsumoto,103 lbs. (47 kg) at 5'2'' (1.57 m),"Tokyo, Tokyo (Japan)",11th April 1985 (age 36),29th July 2008 (13 years ago),Miyako Matsumoto ,,,
16114,John Maguire,170 lbs. (77 kg) at 5'9'' (1.75 m),"Peterborough, Cambridgeshire, England (United Kingdom)",19th May 1983 (age 38),1st April 2006 (15 years ago),John Maguire,,,
18044,Pablo Garza,145 lbs. (66 kg) at 6'1'' (1.85 m),"Wasco, California (United States of America)",16th September 1983 (age 38),11th August 2007 (14 years ago),Pablo Garza,,,
18550,Francisco Rivera Jr.,135 lbs. (61 kg) at 5'9'' (1.75 m),"Whittier, California (United States of America)",8th October 1981 (age 40),14th June 2008 (13 years ago),Francisco Rivera,,,
19082,Mika Iida,110 lbs. (50 kg) at 5'1'' (1.55 m),"Tsugaru, Aomori (Japan)",23rd March 1992 (age 29),21st November 2010 (11 years ago),Mika Iida ,,,
19147,unknown,121 lbs. (55 kg) at 5'2'' (1.57 m),"Sapporo, Hokkaido (Japan)",2nd September 1986 (age 35),10th April 2010 (11 years ago),Sayaka Obihiro ,,,
19370,Akihiko Nishigaki,187 lbs. (85 kg) at 5'9'' (1.75 m),"Nagoya, Aichi (Japan)",28th February 1987 (age 35),23rd November 2009 (12 years ago),Akito,,,
19953,Timothy Shawn Hunt,,"Minneapolis, Minnesota (United States of America)",1st December 1965,,Tim Hunt,16th June 2014,,
20141,unknown,,United Kingdom,,,Mark Massa,,,
22179,Alice Walker,139 lbs. (63 kg) at 5'5'' (1.65 m),"Norwich, Norfolk, England (United Kingdom)",9th November 1993 (age 28),2009,Alex Windsor ,,,
23323,Larry Jones,275 lbs. (125 kg) at 6'0'' (1.83 m),"Georgetown, Kentucky (United States of America)",25th January 1984 (age 38),21st March 2002 (19 years ago),Larry D,,,
23934,Joseph Edward Proctor,155 lbs. (70 kg) at 5'10'' (1.78 m),"Quincy, Massachusetts (United States of America)",10th August 1985 (age 36),7th November 2009 (12 years ago),Joe Proctor,,,
25536,unknown,190 lbs. (86 kg) at 6'0'' (1.83 m),"Warwick, Rhode Island (United States of America)",24th January 1986 (age 36),,Vincent,,,
26150,Yves Lavigne,,"Montréal, Quebec (Canada)",1961,,Yves Lavigne,,,
26186,Kelvin Gastelum,185 lbs. (84 kg) at 5'10'' (1.78 m),"Yuma, Arizona (United States of America)",,11th December 2010 (11 years ago),Kelvin Gastelum,,,
26397,unknown,244 lbs. (111 kg) at 6'2'' (1.88 m),"Minneapolis, Minnesota (United States of America)",,27th October 2012 (9 years ago),Atomic Super Thunderfrog,,,
27151,Stephen King,,"Omaha, Nebraska (United States of America)",,,SM King,,,
28060,unknown,176 lbs. (80 kg) at 6'0'' (1.83 m),Mexico,15th November 1993 (age 28),,Star Jr.,,,
28545,Larry Shipley,,,,,Larry Nelson,23rd June 2014,,
28800,LeeAnn Adele Austin,112 lbs. (51 kg) at 5'1'' (1.55 m),"Manchester, Greater Manchester, England (United Kingdom)",22nd September 1986 (age 35),??th August 2013,Lana Austin ,,,
28956,unknown,154 lbs. (70 kg) at 5'6'' (1.68 m),"Kashiwa, Chiba (Japan)",12th September 1992 (age 29),29th July 2013 (8 years ago),Shunma Katsumata,,,
30803,unknown,,"Saitama, Saitama (Japan)",19th May 1992 (age 29),30th March 2016 (5 years ago),Reika Saiki ,,4'11'' (1.50 m),
31178,unknown,170 lbs. (77 kg) at 5'10'' (1.78 m),"Berlin, Berlin (Germany)",16th November 1985 (age 36),1st December 2012 (9 years ago),Slim Jim,,,
33326,unknown,,"Winter Park, Florida (United States of America)",20th May 1988 (age 33),,Kayden Carter ,,5'1'' (1.55 m),
35043,Trey Tucker,170 lbs. (77 kg) at 5'8'' (1.73 m),"Snelville, Georgia (United States of America)",16th February 1998 (age 24),1st December 2016 (5 years ago),Alan Angels,,,
5,Perry Arthur Satullo,234 lbs. (106 kg) at 5'10'' (1.78 m),"Cleveland, Ohio (United States of America)",25th October 1966 (age 55),27th October 1990 (31 years ago),Perry Saturn,,,
1205,Oreal Donald Perras,250 lbs. (113 kg) at 5'9'' (1.75 m),Canada,25th August 1942,??th February 1965,Ivan Koloff,18th February 2017,,
840,Thomas Erwin Zenk,240 lbs. (109 kg) at 6'1'' (1.85 m),"Minneapolis, Minnesota (United States of America)",30th November 1958,1984,Tom Zenk,9th December 2017,,
1816,Gary Richard Williams,239 lbs. (108 kg) at 6'3'' (1.91 m),"Chicago, Illinois (United States of America)",24th January 1942,1962,Gary Hart,16th March 2008,,
3112,unknown,205 lbs. (93 kg) at 5'8'' (1.73 m),"Guadalajara, Jalisco (Mexico)",15th December 1984 (age 37),,El Gallo,,,
16469,Alison Skipper,120 lbs. (54 kg) at 5'8'' (1.73 m),"Orlando, Florida (United States of America)",,,Chelsea,,,
37,Jeffrey Nero Hardy,225 lbs. (102 kg) at 6'1'' (1.85 m),"Cameron, North Carolina (United States of America)",31st August 1977 (age 44),15th October 1993 (28 years ago),Jeff Hardy,,,
1245,Teddy James Perkins,175 lbs. (79 kg) at 5'10'' (1.78 m),"Los Angeles, California (United States of America)",3rd September 1984 (age 37),??th August 1998,TJP,,,
7089,Adeel Alam,182 lbs. (83 kg) at 5'10'' (1.78 m),"Bolingbrook, Illinois (United States of America)",28th March 1986 (age 35),2nd February 2003 (19 years ago),Mustafa Ali,,,
1175,Yasuhiro Kojima,230 lbs. (104 kg) at 6'1'' (1.85 m),"Yokohama, Kanagawa (Japan)",22nd July 1937,1957,Hiro Matsuda,27th November 1999,,
5840,Terence Dormer,180 lbs. (82 kg) at 6'3'' (1.91 m),"London, Greater London, England (United Kingdom)",2nd July 1986 (age 35),,Terry Frazier,,,
4443,Robert Anthony Fish,197 lbs. (89 kg) at 5'9'' (1.75 m),"Albany, New York (United States of America)",27th October 1979 (age 42),2002,Bobby Fish,,,
10236,James McAhren,169 lbs. (77 kg) at 5'10'' (1.78 m),"Dartford, Kent, England (United Kingdom)",19th March 1984 (age 37),2004,Jimmy Havoc,,,
685,Walter Kirney,178 lbs. (81 kg) at 5'8'' (1.73 m),"New York City, New York (United States of America)",23rd September 1981 (age 40),,Azrieal,,,
2778,Chad Karl Allegra,215 lbs. (98 kg) at 6'0'' (1.83 m),"Asheville, North Carolina (United States of America)",20th January 1980 (age 42),20th May 2002 (19 years ago),Karl Anderson,,,
2051,Tetsuya Naito,225 lbs. (102 kg) at 5'11'' (1.80 m),"Tokyo, Tokyo (Japan)",22nd June 1982 (age 39),27th May 2006 (15 years ago),Tetsuya Naito,,,
1472,Mile Zrno,209 lbs. (95 kg) at 5'10'' (1.78 m),uica (Bosnia and Herzegovina),29th September 1955 (age 66),1973,Mile Zrno,,,
3092,unknown,163 lbs. (74 kg) at 5'9'' (1.75 m),"Heroica Puebla de Zaragoza, Puebla (Mexico)",5th April 1985 (age 36),,Lestat,,,
11776,Damon Kendrick,164 lbs. (74 kg) at 5'8'' (1.73 m),"Mount Clemens, Michigan (United States of America)",,7th October 2006 (15 years ago),Flip Kendrick,,,
15420,Joe Wakely,196 lbs. (89 kg) at 6'1'' (1.85 m),"Telford, Shropshire, England (United Kingdom)",,??th May 2008,Joey Starr,,,
341,Brian David Kendrick,157 lbs. (71 kg) at 5'8'' (1.73 m),"Fairfax, Virginia (United States of America)",29th May 1979 (age 42),4th October 1999 (22 years ago),The Brian Kendrick,,,
5464,James Cipperly,160 lbs. (73 kg) at 5'10'' (1.78 m),"West Orange, New Jersey (United States of America)",4th May 1984 (age 37),13th March 2004 (17 years ago),Orange Cassidy,,,
1815,James Donald Raschke,281 lbs. (127 kg) at 6'3'' (1.91 m),"Omaha, Nebraska (United States of America)",17th November 1940 (age 81),16th September 1966 (55 years ago),Baron Von Raschke,,,
6763,Jennifer Ykema,125 lbs. (57 kg) at 5'7'' (1.70 m),"Niagara Falls, Ontario (Canada)",16th September 1983 (age 38),??th May 2007,Jennifer Blake ,,,
25490,Elizabeth Chihaia,125 lbs. (57 kg) at 5'7'' (1.70 m),"Chicago, Illinois (United States of America)",13th May 1991 (age 30),2011,Scarlett Bordeaux ,,,
1491,Heigo Hamaguchi,238 lbs. (108 kg) at 5'10'' (1.78 m),"Hamada, Shimane (Japan)",31st August 1947 (age 74),20th September 1969 (52 years ago),Animal Hamaguchi,,,
1980,Kenny Bolin,275 lbs. (125 kg) at 6'1'' (1.85 m),"St. Petersburg, Florida (United States of America)",16th March 1960 (age 61),??th March 1987,Kenny Bolin,,,
2015,Chikayo Nagashima,117 lbs. (53 kg) at 5'2'' (1.57 m),"Matsudo, Chiba (Japan)",24th January 1976 (age 46),15th April 1995 (26 years ago),Chikayo Nagashima ,,,
3107,José Arturo Reyes,,Mexico,,1986,Tigre Rojo,,,
3108,José Francisco González López,176 lbs. (80 kg) at 5'6'' (1.68 m),"Tlaxcala, Tlaxcala (Mexico)",30th January 1970,1988,Ares,12th June 2020,,
5575,Chisako Jumonji,123 lbs. (56 kg) at 4'11'' (1.50 m),"Sendai, Miyagi (Japan)",24th August 1988 (age 33),9th July 2006 (15 years ago),DASH Chisako ,,,
6446,Patrick Jay Miletich,170 lbs. (77 kg) at 5'10'' (1.78 m),"Davenport, Iowa (United States of America)",9th March 1968 (age 54),28th October 1995 (26 years ago),Pat Miletich,,,
6832,unknown,132 lbs. (60 kg) at 5'7'' (1.70 m),"Stade, Niedersachsen (Germany)",,18th March 2006 (15 years ago),Lissy Lennox ,,,
7998,unknown,165 lbs. (75 kg) at 6'2'' (1.88 m),"Crediton, Devon, England (United Kingdom)",,16th September 2005 (16 years ago),Sam Andrews,,,
10231,Kento Miyahara,225 lbs. (102 kg) at 6'1'' (1.85 m),"Fukuoka, Fukuoka (Japan)",27th February 1989 (age 33),11th February 2008 (14 years ago),Kento Miyahara,,,
13827,Victor Zangiev,250 lbs. (113 kg) at 6'2'' (1.88 m),Kazakhstan,1959,1989,Victor Zangiev,,,
18620,Edson Mendes Jr.,155 lbs. (70 kg) at 5'11'' (1.80 m),"Río de Janeiro, Río de Janeiro (Brazil)",21st January 1986 (age 36),17th April 2009 (12 years ago),Edson Barboza,,,
19633,Brian Ebersole,170 lbs. (77 kg) at 6'0'' (1.83 m),"LaPorte, Indiana (United States of America)",27th November 1980 (age 41),24th February 2000 (22 years ago),Brian Ebersole,,,
26223,Michael Kohlweg,,"Swindon, Wiltshire, England (United Kingdom)",,,Kay Jutler,,,
2324,Gilberto Cosme Ramírez,245 lbs. (111 kg) at 6'0'' (1.83 m),Bayamón (Puerto Rico),25th May 1975 (age 46),1997,Gilbert el Boricua,,,
2475,Tetsuya Shimizu,183 lbs. (83 kg) at 5'6'' (1.68 m),"Adachi, Tokyo (Japan)",5th April 1983 (age 38),12th March 2007 (14 years ago),BUSHI,,,
18854,Michael Bennett,218 lbs. (99 kg) at 6'1'' (1.85 m),"Carver, Massachusetts (United States of America)",16th May 1985 (age 36),2001,Mike Bennett,,,
2774,Jimmy Saied Wehba,232 lbs. (105 kg) at 6'2'' (1.88 m),"Wichita Falls, Texas (United States of America)",29th September 1934,1963,Skandar Akbar,19th August 2010,,
5455,Durrell Pratt,179 lbs. (81 kg) at 5'9'' (1.75 m),,,,Amasis,,,
8382,unknown,173 lbs. (78 kg) at 5'10'' (1.78 m),New Jersey (United States of America),,17th February 2007 (15 years ago),A very good Professional Wrestler,,,
9922,Fabián Núñez Nápoles,203 lbs. (92 kg) at 5'9'' (1.75 m),"Heroica Guaymas, Sonora (Mexico)",20th January 1979 (age 43),1995,Rey Escorpión,,,
28799,Steffanie Newell,141 lbs. (64 kg) at 5'6'' (1.68 m),"Bargoed, Caerphilly, Wales (United Kingdom)",15th November 1994 (age 27),2013,Nixon Newell ,,,
6118,Caleb Dewall,190 lbs. (86 kg) at 5'11'' (1.80 m),"Green Bay, Wisconsin (United States of America)",9th August 1980 (age 41),2nd March 2002 (20 years ago),Silas Young,,,
85,Kenneth Wayne Shamrock,205 lbs. (93 kg) at 6'1'' (1.85 m),"Macon, Georgia (United States of America)",11th February 1964 (age 58),1988,Ken Shamrock,,,
1271,Hoyt Richard Murdoch Jr.,270 lbs. (122 kg) at 6'3'' (1.91 m),"Waxahachie, Texas (United States of America)",16th August 1946,1965,Dick Murdoch,15th June 1996,,
1456,Masanori Saito,265 lbs. (120 kg) at 5'11'' (1.80 m),"Tokyo, Tokyo (Japan)",1st February 1942,3rd June 1965 (56 years ago),Masa Saito,14th July 2018,,
2411,Óscar Omar Puentes Molgado,165 lbs. (75 kg) at 5'9'' (1.75 m),"Mexicali, Baja California (Mexico)",19th August 1977 (age 44),31st October 1996 (25 years ago),El Ángel,,,
1150,Marc Letzmann,183 lbs. (83 kg) at 6'2'' (1.88 m),"Detroit, Michigan (United States of America)",16th July 1980 (age 41),??th January 2000,Excalibur,,,
4166,Julia Hamer-Bevis,146 lbs. (66 kg) at 5'8'' (1.73 m),"Penzance, Cornwall, England (United Kingdom)",19th October 1971 (age 50),1993,Saraya Knight ,,,
17097,Joseph Janela,,New Jersey (United States of America),4th July 1989 (age 32),,Joey Janela,,5'9'' (1.75 m),
1695,Leslie Alan Malady,223 lbs. (101 kg) at 5'10'' (1.78 m),"Cincinnati, Ohio (United States of America)",28th October 1940 (age 81),4th July 1961 (60 years ago),Les Thatcher,,,
2578,Michael Klug,187 lbs. (85 kg) at 5'10'' (1.78 m),"Norderstedt, Hamburg (Germany)",,21st May 2005 (16 years ago),Michael Knight,,,
5449,unknown,155 lbs. (70 kg) at 5'8'' (1.73 m),,,29th October 2005 (16 years ago),Dieter von Steigerwalt,,,
7403,Nancy Becker,130 lbs. (59 kg) at 5'3'' (1.60 m),"Philadelphia, Pennsylvania (United States of America)",28th January 1982 (age 40),??th January 2001,Annie Social ,,,
27775,unknown,132 lbs. (60 kg) at 5'5'' (1.65 m),"Bischkek, Bischkek (Kyrgyz Republic)",1986,26th October 2013 (8 years ago),Svetlana Kalashnikova ,,,
1465,Takayuki Mori,154 lbs. (70 kg) at 5'7'' (1.70 m),"Matsuyama, Ehime (Japan)",9th October 1976 (age 45),3rd May 2000 (21 years ago),Anthony W. Mori,,,
1573,Robert Harold Brown,227 lbs. (103 kg) at 6'1'' (1.85 m),"Shoal Lake, Manitoba (Canada)",16th October 1938,1957,Bob Brown,5th February 1997,,
1618,Takashi Otsuka,203 lbs. (92 kg) at 6'1'' (1.85 m),"Tokushima, Tokushima (Japan)",17th July 1971 (age 50),18th August 1995 (26 years ago),Alexander Otsuka,,,
2061,Kevin Lyon,,"New York City, New York (United States of America)",,15th August 1997 (24 years ago),TARO,,5'7'' (1.70 m),
2516,unknown,165 lbs. (75 kg) at 5'6'' (1.68 m),"Itoman, Okinawa (Japan)",3rd April 1970 (age 51),,Shachihoko BOY,,,
3406,Jamin Olivencia,210 lbs. (95 kg) at 5'9'' (1.75 m),"Buffalo, New York (United States of America)",7th August 1985 (age 36),16th August 2003 (18 years ago),Jamin Olivencia,,,
3495,Athanasia Alexopoulos,120 lbs. (54 kg) at 5'4'' (1.63 m),"Ottawa, Ontario (Canada)",25th November ???,,She Nay Nay ,,,
3924,Danyah Rivietz,125 lbs. (57 kg) at 5'8'' (1.73 m),"Las Vegas, Nevada (United States of America)",25th February ???,??th May 2005,Danyah ,,,
9585,Rafael Cavalcante,205 lbs. (93 kg) at 6'1'' (1.85 m),"Ilha Solteira, São Paulo (Brazil)",11th January 1981 (age 41),10th February 2003 (19 years ago),Rafael Cavalcante,,,
10941,Siyar Bahadurzada,170 lbs. (77 kg) at 5'11'' (1.80 m),Kabul (Afghanistan),17th April 1984 (age 37),8th March 2002 (20 years ago),Siyar Bahadurzada,,,
12945,Betty Jo Sato-Niccoli,,"St. Joseph, Missouri (United States of America)",9th October 1943 (age 78),,Betty Niccoli ,,,
14110,Francois Morin,212 lbs. (96 kg) at 6'1'' (1.85 m),Canada,1987,2005,Stinky the Homeless Guy,1st April 2011,,
14430,unknown,143 lbs. (65 kg) at 5'3'' (1.60 m),"Toluca, Estado de México (Mexico)",9th March 1984 (age 38),2005,Pequeño Nitro,,,
15264,unknown,,Mexico,2006,,Hieloco,,,
16679,Mark Thomas Pobanz,177 lbs. (80 kg) at 5'10'' (1.78 m),"Rock Island, Illinois (United States of America)",17th September 1988,,Markus Crane,26th December 2021,,
17848,Jonathan Quinn Brookins,145 lbs. (66 kg) at 6'0'' (1.83 m),"Portland, Oregon (United States of America)",13th August 1985 (age 36),15th July 2006 (15 years ago),Jonathan Brookins,,,
18484,Michael Robert McDonald,135 lbs. (61 kg) at 5'9'' (1.75 m),"Modesto, California (United States of America)",15th January 1991 (age 31),11th November 2007 (14 years ago),Michael McDonald,,,
21244,Jim Hettes,145 lbs. (66 kg) at 5'9'' (1.75 m),"Kingston, Pennsylvania (United States of America)",9th June 1987 (age 34),12th June 2009 (12 years ago),Jimy Hettes,,,
24387,Timothy Shane Goode,200 lbs. (91 kg) at 5'11'' (1.80 m),"Louisville, Kentucky (United States of America)",5th June 1988 (age 33),??th February 2007,Shane Mercer,,,
28046,unknown,220 lbs. (100 kg) at 5'11'' (1.80 m),Durango (Mexico),,,Blue Panther Jr.,,,
29673,Robert Edward Turner III.,,"Cincinnati, Ohio (United States of America)",19th November 1938 (age 83),??th November 1988,Ted Turner,,,
30485,Hirai Kawato,176 lbs. (80 kg) at 5'9'' (1.75 m),"Ikeda, Osaka (Japan)",13th March 1997 (age 24),3rd January 2016 (6 years ago),Master Wato,,,
34257,unknown,,"Sydney, New South Wales (Australia)",24th December 1998 (age 23),12th July 2014 (7 years ago),Kyle Fletcher,,,
2703,Theodore Marvin DiBiase Jr.,210 lbs. (95 kg) at 6'2'' (1.88 m),"Clinton, Mississippi (United States of America)",8th November 1982 (age 39),8th July 2006 (15 years ago),Ted DiBiase Jr.,,,
427,Dylan Keith Summers,230 lbs. (104 kg) at 6'2'' (1.88 m),"Morgantown, West Virginia (United States of America)",13th July 1973 (age 48),2nd January 1998 (24 years ago),Necro Butcher,,,
580,Cathy Allison Corino,123 lbs. (56 kg) at 5'7'' (1.70 m),"Winnipeg, Manitoba (Canada)",31st March 1977 (age 44),??th May 2000,Allison Danger ,,,
1681,Fanene Pita Maivia,,Samoa,6th April 1937,1953,Peter Maivia,13th June 1982,,
4854,Jagjit Singh Hans,265 lbs. (120 kg) at 6'3'' (1.91 m),"Ludhiana, Punjab (India)",3rd April 1944 (age 77),1965,Tiger Jeet Singh,,,
5465,Jeffrey Parker,188 lbs. (85 kg) at 5'9'' (1.75 m),"Niagara Falls, Ontario (Canada)",20th March 1984 (age 37),2002,Jeff Parker,,,
16367,Kyosuke Mikami,220 lbs. (100 kg) at 5'10'' (1.78 m),"Nagaoka, Niigata (Japan)",29th December 1983 (age 38),7th March 2010 (12 years ago),El Desperado,,,
30908,Xia Louise Henderson,110 lbs. (50 kg) at 5'3'' (1.60 m),"Leicester, Leicestershire, England (United Kingdom)",16th October 1998 (age 23),16th May 2015 (6 years ago),Xia Brookside ,,,
31907,Olivia Hasler,,"Phoenix, Arizona (United States of America)",14th September 1992 (age 29),17th December 2014 (7 years ago),Penelope Ford ,,,
830,Wayne Maurice Keown,225 lbs. (102 kg) at 5'8'' (1.73 m),"Pampa, Texas (United States of America)",29th November 1949 (age 72),1972,Dutch Mantell,,,
288,Merced Solis,234 lbs. (106 kg) at 6'2'' (1.88 m),"Mission, Texas (United States of America)",10th May 1953 (age 68),??th February 1977,Tito Santana,,,
826,unknown,210 lbs. (95 kg) at 5'9'' (1.75 m),"Syracuse, New York (United States of America)",,2000,Josh Daniels,,,
927,Gary Mitchell Albright,343 lbs. (156 kg) at 6'4'' (1.93 m),"North Kingstown, Rhode Island (United States of America)",18th May 1963,1988,Gary Albright,7th January 2000,,
8428,unknown,176 lbs. (80 kg) at 5'4'' (1.63 m),"Wantagh, New York (United States of America)",4th June 1991 (age 30),2007,John Silver,,,
9487,Cristiane Justino Venancio Santos,145 lbs. (66 kg) at 5'8'' (1.73 m),"Curitiba, Paraná (Brazil)",9th July 1985 (age 36),20th November 2005 (16 years ago),Cris Cyborg ,,,
10898,Stephan Patrick Bonnar,205 lbs. (93 kg) at 6'4'' (1.93 m),"Munster, Indiana (United States of America)",4th April 1977 (age 44),10th October 2001 (20 years ago),Stephan Bonnar,,,
1751,Reno Anoa'i,252 lbs. (114 kg) at 6'5'' (1.96 m),"Whitehall, Pennsylvania (United States of America)",,2002,Black Pearl,,,
1918,Austin Wesley Rapes,,United States of America,,,Buddy Austin,12th August 1981,,
4986,unknown,176 lbs. (80 kg) at 5'7'' (1.70 m),Oaxaca (Mexico),1978,??th July 1997,Black Thunder,,,
5489,Darren Benedick,154 lbs. (70 kg) at 5'9'' (1.75 m),"London, Greater London, England (United Kingdom)",2nd March 1982 (age 40),1997,Tex Benedict,,,
6312,Tod Gordon,,"Philadelphia, Pennsylvania (United States of America)",19th June 1955 (age 66),,Tod Gordon,,,
6526,unknown,150 lbs. (68 kg) at 5'6'' (1.68 m),"Philadelphia, Pennsylvania (United States of America)",5th January 1983 (age 39),,Bryce Remsburg,,,
8122,unknown,,,,,Joe Ettell,,,
9427,Tatsuya Kawajiri,145 lbs. (66 kg) at 5'7'' (1.70 m),"Inashiki, Ibaraki (Japan)",8th May 1978 (age 43),12th April 2000 (21 years ago),Tatsuya Kawajiri,,,
11550,Bob Caudle,,"Charlotte, North Carolina (United States of America)",,,Bob Caudle,,,
11905,John Hathaway,170 lbs. (77 kg) at 6'1'' (1.85 m),"Brighton and Hove, East Sussex, England (United Kingdom)",1st July 1987 (age 34),25th June 2006 (15 years ago),John Hathaway,,,
13831,Mark Fleming,240 lbs. (109 kg) at 5'11'' (1.80 m),"Norfolk, Virginia (United States of America)",15th June 1962 (age 59),,Mark Fleming,,,
14984,unknown,234 lbs. (106 kg) at 6'5'' (1.96 m),,31st August ???,3rd October 2009 (12 years ago),Vicious Impact Power,,,
15827,Robert Conrad Shamrock,,"Susanville, California (United States of America)",15th August 1941,,Bob Shamrock,14th January 2010,,
19088,unknown,,,,,Obariyon,,,
21683,Marcel Domke,194 lbs. (88 kg) at 6'0'' (1.83 m),"Cottbus, Brandenburg (Germany)",12th May 1983 (age 38),1st October 2011 (10 years ago),Robert Kaiser,,,
25038,Yohei Komatsu,187 lbs. (85 kg) at 5'8'' (1.73 m),"Kurihara, Miyagi (Japan)",25th June 1988 (age 33),19th November 2012 (9 years ago),YOH,,,
28508,Sean Mooney,,"Phoenix, Arizona (United States of America)",21st May 1959 (age 62),15th May 1988 (33 years ago),Sean Mooney,,,
82,Sidney Raymond Eudy,313 lbs. (142 kg) at 6'9'' (2.06 m),"West Memphis, Arkansas (United States of America)",4th July 1960 (age 61),1987,Sid,,,
233,Tamara Lynn Sytch,118 lbs. (54 kg) at 5'4'' (1.63 m),"Matawan, New Jersey (United States of America)",7th December 1972 (age 49),1993,Tammy Lynn Sytch ,,,
1029,Paul Kenneth Birchall,280 lbs. (127 kg) at 6'4'' (1.93 m),"Guildford, Surrey, England (United Kingdom)",8th October 1979 (age 42),24th February 2002 (20 years ago),Paul Burchill,,,
3101,unknown,179 lbs. (81 kg) at 5'7'' (1.70 m),"Torreón, Coahuila de Zaragoza (Mexico)",1st June 1980 (age 41),,Ángel Azteca Jr.,,,
1582,Robert Deroy Windham,340 lbs. (154 kg) at 6'9'' (2.06 m),"Roscoe, Texas (United States of America)",25th November 1941,1969,Blackjack Mulligan,7th April 2016,,
4518,Manabu Soya,238 lbs. (108 kg) at 5'11'' (1.80 m),"Minowa, Nagano (Japan)",23rd December 1984 (age 37),3rd April 2007 (14 years ago),Manabu Soya,,,
5683,unknown,227 lbs. (103 kg) at 6'3'' (1.91 m),"Como, Lombardia (Italy)",12th July 1984 (age 37),15th May 2004 (17 years ago),Kaio,,,
5791,unknown,240 lbs. (109 kg) at 6'0'' (1.83 m),"Cambridge, Cambridgeshire, England (United Kingdom)",1st August 1982 (age 39),2000,The Saint,,,
7193,unknown,230 lbs. (104 kg) at 6'4'' (1.93 m),"Runcorn, Cheshire, England (United Kingdom)",,,Andy Baker,,,
985,Kenneth Anderson,247 lbs. (112 kg) at 6'2'' (1.88 m),"Minneapolis, Minnesota (United States of America)",6th March 1976 (age 46),??th September 1999,Mr. Anderson,,,
98,Joseph Michael Laurinaitis,285 lbs. (129 kg) at 6'2'' (1.88 m),"Chicago, Illinois (United States of America)",12th September 1960,6th June 1982 (39 years ago),Road Warrior Animal,22nd September 2020,,
4131,Gregory Marasciulo,203 lbs. (92 kg) at 6'1'' (1.85 m),"Mount Sinai, New York (United States of America)",30th March 1987 (age 34),10th July 2004 (17 years ago),Trent,,,
12287,Stefan Struve,260 lbs. (118 kg) at 6'11'' (2.11 m),"Beverwijk, Noord-Holland (Netherlands)",18th February 1988 (age 34),19th March 2005 (16 years ago),Stefan Struve,,,
18888,Evander Holyfield,,"Atmore, Alabama (United States of America)",19th October 1962 (age 59),13th August 2007 (14 years ago),Evander Holyfield,,6'2'' (1.88 m),
1571,Nicole Raczynski,143 lbs. (65 kg) at 5'6'' (1.68 m),"Boston, Massachusetts (United States of America)",19th April 1979 (age 42),??th March 2001,Roxxi ,,,
1539,Michael Gregory Mizanin,220 lbs. (100 kg) at 6'2'' (1.88 m),"Parma, Ohio (United States of America)",8th October 1980 (age 41),1997,The Miz,,,
24186,Cody Taylor Hall,258 lbs. (117 kg) at 6'8'' (2.03 m),Florida (United States of America),31st May 1991 (age 30),14th July 2012 (9 years ago),Cody Hall,,,
