,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
1952,Carlos Omar Cotto Cruz,220 lbs. (100 kg) at 6'0'' (1.83 m),Caguas (Puerto Rico),13th February 1980 (age 42),2000,Chicano,,,
2613,Niles Young,203 lbs. (92 kg) at 6'0'' (1.83 m),"Philadelphia, Pennsylvania (United States of America)",7th May 1982 (age 39),8th March 2003 (19 years ago),Niles Young,,,
7495,unknown,175 lbs. (79 kg) at 5'8'' (1.73 m),"Washington, District of Columbia (United States of America)",,,Low Rider,,,
17525,Brian McGhee,251 lbs. (114 kg) at 6'6'' (1.98 m),"New York City, New York (United States of America)",3rd February 1984 (age 38),2006,Donovan Terrell,,,
1113,Sean Dunster,255 lbs. (116 kg) at 6'0'' (1.83 m),"New York City, New York (United States of America)",,,Massive Damage,,,
1341,José de Jesús Pantoja Flores,202 lbs. (92 kg) at 5'9'' (1.75 m),"La Barca, Jalisco (Mexico)",28th April 1958 (age 63),??th September 1980,Mogur,,,
1647,Benjamin Bassarab,211 lbs. (96 kg) at 5'10'' (1.78 m),"Calgary, Alberta (Canada)",3rd March 1960 (age 62),1983,Ben Bassarab,,,
2377,unknown,,"Anderson, South Carolina (United States of America)",,1984,Basher,,,
3328,Michael Imburgia,,,,,Tower of Doom,,,
3774,unknown,232 lbs. (105 kg) at 6'0'' (1.83 m),"Birmingham, West Midlands, England (United Kingdom)",24th July 1985 (age 36),2000,Jack Storm,,,
4077,André Jodoin,,"Calgary, Alberta (Canada)",23rd January 1959,,Bill Jodoin,29th September 2014,,
4346,unknown,230 lbs. (104 kg) at 6'0'' (1.83 m),Guadeloupe,,,Bobby Gaetano,,,
5762,unknown,248 lbs. (112 kg) at 5'9'' (1.75 m),"Birmingham, West Midlands, England (United Kingdom)",6th November 1978 (age 43),1992,Carnage,,,
6515,Khalil Gaspard,220 lbs. (100 kg) at 6'0'' (1.83 m),United States of America,,,Fabiano Rolento,,,
8732,Peter R. Miller,319 lbs. (145 kg) at 6'4'' (1.93 m),"Rochester, New York (United States of America)",2nd September 1961 (age 60),??th August 1980,Mongolian Mauler,,,
10105,Julio Barrera,,,1967,1987,Jumbo Baretta,,,375 lbs. (170 kg)
11043,Juan Gabriel Zentella Damián,,"Villahermosa, Tabasco (Mexico)",9th January 1976,1993,Pasión Kristal,2nd June 2021,,
15033,unknown,,United Kingdom,,,Jimmy Crash,,,
15862,Charles Daniel Bennett,155 lbs. (70 kg) at 5'5'' (1.65 m),"Ocala, Florida (United States of America)",23rd November 1979 (age 42),1st September 1999 (22 years ago),Charles Bennett,,,
30200,Joshua Bredl,290 lbs. (132 kg) at 6'7'' (2.01 m),"Denver, Colorado (United States of America)",28th January 1991 (age 31),25th August 2015 (6 years ago),Bronson Mathews,,,
29707,Savelina Fanene,272 lbs. (123 kg) at 6'0'' (1.83 m),"Sydney, New South Wales (Australia)",29th May 1984 (age 37),7th May 2015 (6 years ago),Lina Fanene ,,,
730,Felipe Estrada,242 lbs. (110 kg) at 6'0'' (1.83 m),"Frontera, Tabasco (Mexico)",19th June 1952 (age 69),1972,El Canek,,,
33909,David Allen Meltzer,,"New York City, New York (United States of America)",24th October 1959 (age 62),,Dave Meltzer,,,
1760,Michael P. Shaw,360 lbs. (163 kg) at 6'1'' (1.85 m),"Marquette, Michigan (United States of America)",9th May 1957,14th August 1980 (41 years ago),Mike Shaw,11th September 2010,,
273,Jesús Manuel Ortiz Partida,207 lbs. (94 kg) at 5'9'' (1.75 m),"Tijuana, Baja California (Mexico)",22nd May 1971 (age 50),3rd April 1987 (34 years ago),Halloween,,,
151,Alan Funk,220 lbs. (100 kg) at 5'11'' (1.80 m),"Alliance, Ohio (United States of America)",,??th September 1998,Chi Chi,,,
192,Ken Rinehurst,320 lbs. (145 kg) at 6'3'' (1.91 m),"Atlantic City, New Jersey (United States of America)",,1984,Jack Victory,,,
636,Darrell W. Anthony,211 lbs. (96 kg) at 5'9'' (1.75 m),"Knoxville, Tennessee (United States of America)",12th April 1960 (age 61),??th October 1980,Dirty White Boy,,,
220,Dennis Knight,288 lbs. (131 kg) at 6'3'' (1.91 m),"Orlando, Florida (United States of America)",26th December 1968 (age 53),1988,Mideon,,,
207,Jimmy Jaafil,205 lbs. (93 kg) at 5'10'' (1.78 m),"Los Angeles, California (United States of America)",19th July 1973 (age 48),??th December 1995,Homeless Jimmy,,,
2478,unknown,264 lbs. (120 kg) at 6'6'' (1.98 m),"Berlin, Berlin (Germany)",26th October 1981 (age 40),2001,Jaxx,,,
4279,unknown,,Mexico,30th June 1977 (age 44),,Metalika ,,5'4'' (1.63 m),
6248,unknown,,"Perth, Western Australia (Australia)",,1996,Ashley Hudson,,,
13582,Andrew Inch,,"Glenrothes, Fife, Scotland (United Kingdom)",5th September 1988 (age 33),,Andy Wild,,,
24401,Steve Brauer,287 lbs. (130 kg) at 6'5'' (1.96 m),"Gera, Thüringen (Germany)",10th September 1984 (age 37),,Big Steve,,,
461,Richard C. Williams,255 lbs. (116 kg) at 5'10'' (1.78 m),"Marietta, Georgia (United States of America)",16th October 1965,1990,The Renegade,23rd February 1999,,
16887,MaryKate Duignan Glidewell,250 lbs. (113 kg) at 6'1'' (1.85 m),"Kissimmee, Florida (United States of America)",17th January 1985 (age 37),2007,Sage Beckett ,,,
2508,Eric Esch,415 lbs. (188 kg) at 5'11'' (1.80 m),"Bay City, Michigan (United States of America)",3rd August 1966 (age 55),,Eric Esch,,,
1363,Sylvester Terkay,307 lbs. (139 kg) at 6'6'' (1.98 m),"Washington, Pennsylvania (United States of America)",4th December 1970 (age 51),1999,Sylvester Terkay,,,
1611,Nicholas Cole Mitchell,250 lbs. (113 kg) at 6'2'' (1.88 m),"Magnolia, Texas (United States of America)",9th November 1982 (age 39),2004,Nick Mitchell,,,
1103,Andrew Simmons,206 lbs. (93 kg) at 5'9'' (1.75 m),"Liss, Hampshire, England (United Kingdom)",21st May 1984 (age 37),20th January 2001 (21 years ago),Andy Simmonz,,,
656,Curtis Hughes,310 lbs. (141 kg) at 6'5'' (1.96 m),"Kansas City, Missouri (United States of America)",7th December 1964 (age 57),1987,Mr. Hughes,,,
1211,José Ángel García Paz,198 lbs. (90 kg) at 5'8'' (1.73 m),Mexico,4th November 1974 (age 47),??th January 1990,Zumbido,,,
176,Tony DeVito,245 lbs. (111 kg) at 5'11'' (1.80 m),"New York City, New York (United States of America)",20th January 1972 (age 50),1992,DeVito,,,
806,Barney Irwin,250 lbs. (113 kg) at 6'1'' (1.85 m),"Duluth, Minnesota (United States of America)",17th September 1954 (age 67),16th September 1977 (44 years ago),Bill Irwin,,,
1130,Robert Knapik,254 lbs. (115 kg) at 5'10'' (1.78 m),"Atlanta, Georgia (United States of America)",1970,1995,Robbie Rage,,,
3063,David Glen Sheldon,310 lbs. (141 kg) at 6'5'' (1.96 m),"Arlington, Texas (United States of America)",20th July 1953,,Angel of Death,25th November 2007,,
12946,Bill Kazmaier,326 lbs. (148 kg) at 6'3'' (1.91 m),"Burlington, Wisconsin (United States of America)",30th December 1953 (age 68),,Bill Kazmaier,,,
659,unknown,187 lbs. (85 kg) at 5'9'' (1.75 m),"Detroit, Michigan (United States of America)",17th May 1985 (age 36),1st April 2001 (20 years ago),Slim J,,,
2448,unknown,,Germany,,2004,Chris Ramírez,,,310 lbs. (141 kg)
3993,Joseph Gómez,264 lbs. (120 kg) at 6'4'' (1.93 m),"Miami, Florida (United States of America)",2nd July 1973 (age 48),1990,Joe Gómez,,,
14856,Freddie James Prinze Jr.,,"Los Angeles, California (United States of America)",8th March 1976 (age 46),,Freddie Prinze Jr.,,,
28844,Amanpreet Singh,,"Chandigarh, Punjab (India)",,,Mahabali Shera,,,
1944,Barbara Billard,130 lbs. (59 kg) at 5'8'' (1.73 m),"Richardson, Texas (United States of America)",12th December 1975 (age 46),2000,Bobbi Billard ,,,
8960,unknown,174 lbs. (79 kg) at 5'10'' (1.78 m),Mexico,30th April 1987 (age 34),,Súper Halcón Jr.,,,
11771,Patrick Smith,225 lbs. (102 kg) at 6'2'' (1.88 m),"Denver, Colorado (United States of America)",28th August 1963 (age 58),12th November 1993 (28 years ago),Patrick Smith,,,
12986,Jan Nortje,350 lbs. (159 kg) at 6'11'' (2.11 m),Cape Town (South Africa),11th April 1975 (age 46),19th August 2001 (20 years ago),Jan Nortje,,,
268,unknown,275 lbs. (125 kg) at 6'1'' (1.85 m),"Philadelphia, Pennsylvania (United States of America)",5th June 1971 (age 50),14th June 1990 (31 years ago),Glen Osbourne,,,
491,unknown,169 lbs. (77 kg) at 6'0'' (1.83 m),"New York City, New York (United States of America)",22nd January 1985 (age 37),29th March 2003 (18 years ago),Christopher McGuckin,,,
502,unknown,185 lbs. (84 kg) at 6'1'' (1.85 m),,,9th October 2004 (17 years ago),Lance Steel,,,
1543,Ron Matthews,220 lbs. (100 kg) at 5'10'' (1.78 m),Cape Town (South Africa),,1986,The Black Mamba,,,
1692,Larry Davies,,Australia,1944,,Larry O'Day,30th June 1997,,
1893,unknown,205 lbs. (93 kg) at 5'7'' (1.70 m),"West Hollywood, California (United States of America)",,??th September 2001,Troy Lords,,,
2233,Héctor Serrano,220 lbs. (100 kg) at 5'7'' (1.70 m),Puerto Rico,,,Don Serrano,??th February 2021,,
2726,Shane Bower,226 lbs. (103 kg) at 6'0'' (1.83 m),"Calgary, Alberta (Canada)",1st August 1960,1986,Biff Wellington,24th June 2007,,
2866,Yves Müller,223 lbs. (101 kg) at 6'3'' (1.91 m),"Mannheim, Baden-Württemberg (Germany)",5th April 1982 (age 39),24th June 2004 (17 years ago),Van Miller,,,
4212,Simone Grünig,,Germany,11th December 1983 (age 38),,Wild Xenia ,,6'0'' (1.83 m),
4297,Héctor Picasso Ríos,198 lbs. (90 kg) at 6'0'' (1.83 m),"Monclova, Coahuila de Zaragoza (Mexico)",19th October 1983 (age 38),21st August 1995 (26 years ago),Guerrero Negro Jr.,,,
4340,unknown,170 lbs. (77 kg) at 6'0'' (1.83 m),,15th June 1977 (age 44),,José López,,,
4386,Dennis Cardona,155 lbs. (70 kg) at 5'2'' (1.57 m),New Jersey (United States of America),,,Abunai,,,
4410,unknown,232 lbs. (105 kg) at 6'2'' (1.88 m),"Newport Beach, California (United States of America)",,,Eric Xtasy,,,
5022,Futoshi Miwa,320 lbs. (145 kg) at 5'3'' (1.60 m),"Tomakomai, Hokkaido (Japan)",28th November 1978 (age 43),,Futoshi Miwa,,,
5436,Víctor Manuel Ortiz Zamora,,"Tijuana, Baja California (Mexico)",,2001,TJ Extreme,,,
5729,unknown,135 lbs. (61 kg) at 5'9'' (1.75 m),"Perth, Perth and Kinross, Scotland (United Kingdom)",29th March 1990 (age 31),2005,Sara ,,,
6095,Travis Shillington,260 lbs. (118 kg) at 6'0'' (1.83 m),"Pittsburgh, Pennsylvania (United States of America)",26th May ???,9th February 1997 (25 years ago),TS Aggressor,,,
6147,Samuel Knee,,"Harlow, Essex, England (United Kingdom)",1980,,Sam Knee,,6'4'' (1.93 m),
6294,unknown,222 lbs. (101 kg) at 5'10'' (1.78 m),"Pittsburgh, Pennsylvania (United States of America)",,1995,Bubba the Bulldog,,,
6596,Ben Nelson,237 lbs. (108 kg) at 6'1'' (1.85 m),"Victoria, British Columbia (Canada)",,??th March 1999,Nelson Creed,,,
6718,unknown,210 lbs. (95 kg) at 5'4'' (1.63 m),"Norwich, Norfolk, England (United Kingdom)",,2002,Destiny ,,,
7946,unknown,215 lbs. (98 kg) at 6'0'' (1.83 m),"Worcester, Worcestershire, England (United Kingdom)",11th February 1983 (age 39),29th June 2004 (17 years ago),Blanchard,,,
8322,Les Wolff,220 lbs. (100 kg) at 6'0'' (1.83 m),"Blue Earth, Minnesota (United States of America)",11th April 1941,,Buddy Wolff,11th July 2017,,
8409,Todd Roberg,350 lbs. (159 kg) at 6'0'' (1.83 m),"Bellingham, Washington (United States of America)",,??th January 2001,Skag Rollins,,,
9244,unknown,434 lbs. (197 kg) at 6'2'' (1.88 m),"Grimsby, Lincolnshire, England (United Kingdom)",,,Havok,,,
10061,Kevin Kleinrock,,,,,Kevin Kleinrock,,,
10799,unknown,220 lbs. (100 kg) at 5'9'' (1.75 m),"Alton, Illinois (United States of America)",26th November 1985 (age 36),,Devin Cutter,,,
10800,unknown,,"Alton, Illinois (United States of America)",15th June 1987 (age 34),,Mason Cutter,,5'8'' (1.73 m),
17383,Jan Finney,135 lbs. (61 kg) at 5'8'' (1.73 m),"Dayton, Ohio (United States of America)",,6th November 2004 (17 years ago),Jan Finney ,,,
17602,Shane Canterbury,305 lbs. (138 kg) at 6'10'' (2.08 m),"Princeton, West Virginia (United States of America)",6th December ???,,Buck Dixon,,,
20685,Michael Staples,,,,,Rolling Thunder,,,
25948,Josh Ashcraft,262 lbs. (119 kg) at 5'12'' (1.83 m),"Louisville, Kentucky (United States of America)",,??th October 2011,Josh Ashcraft,,,
26657,unknown,170 lbs. (77 kg) at 5'6'' (1.68 m),"Winnipeg, Manitoba (Canada)",15th September 1987 (age 34),8th February 2012 (10 years ago),Kat Von Heez ,,,
28097,unknown,269 lbs. (122 kg) at 6'4'' (1.93 m),"Hampton, Virginia (United States of America)",,22nd June 2013 (8 years ago),The Boar,,,
28308,unknown,135 lbs. (61 kg) at 5'4'' (1.63 m),"Natal, Rio Grande do Norte (Brazil)",22nd June 1983 (age 38),31st May 2012 (9 years ago),Bethe Correia ,,,
31548,Steve Burkert,,Pennsylvania (United States of America),,9th February 2013 (9 years ago),Stevie Shields,,,
32646,unknown,,"London, Greater London, England (United Kingdom)",,,Sid Scala,,,
37116,Sidney Iking Bateman,,"Memphis, Tennessee (United States of America)",13th March 1993 (age 29),2020,Reggie,,,
7798,Marcel Koltermann,190 lbs. (86 kg) at 6'2'' (1.88 m),"Großenhain, Sachsen (Germany)",29th April 1978 (age 43),17th May 2008 (13 years ago),Sternau,,,
3736,Herman Stevens Jr.,170 lbs. (77 kg) at 5'9'' (1.75 m),,17th June 1965 (age 56),25th September 1995 (26 years ago),Clarence Mason,,,
722,Eugene Alan Snisky,290 lbs. (132 kg) at 6'8'' (2.03 m),"Nesquehoning, Pennsylvania (United States of America)",14th January 1970 (age 52),1997,Snitsky,,,
450,Jorge González,430 lbs. (195 kg) at 7'6'' (2.29 m),"El Colorado, Formosa (Argentina)",31st January 1966,1990,Giant González,22nd September 2010,,
913,Joseph William Utsler,190 lbs. (86 kg) at 6'0'' (1.83 m),"Detroit, Michigan (United States of America)",14th October 1974 (age 47),,Shaggy 2 Dope,,,
912,Joseph Frank Bruce,265 lbs. (120 kg) at 6'2'' (1.88 m),"Detroit, Michigan (United States of America)",28th April 1972 (age 49),1991,Violent J,,,
1368,unknown,259 lbs. (117 kg) at 5'9'' (1.75 m),"Agrigento, Sicilia (Italy)",,19th September 1997 (24 years ago),Vincenzo Massaro,,,
1101,Matt Wiese,285 lbs. (129 kg) at 6'5'' (1.96 m),"New York City, New York (United States of America)",22nd September 1971 (age 50),,Luther Reigns,,,
614,Michael Jones,250 lbs. (113 kg) at 5'11'' (1.80 m),"Nashville, Tennessee (United States of America)",13th June 1962 (age 59),1986,Virgil,,,
3540,unknown,396 lbs. (180 kg) at 5'11'' (1.80 m),"London, Greater London, England (United Kingdom)",20th February 1966 (age 56),,Karl Krammer,,,
791,Jason Arhndt,277 lbs. (126 kg) at 6'3'' (1.91 m),"Carthage, North Carolina (United States of America)",15th October 1971 (age 50),1994,Joey Abs,,,
2835,unknown,260 lbs. (118 kg) at 6'0'' (1.83 m),"Monterrey, Nuevo León (Mexico)",23rd November 1975 (age 46),20th March 2006 (15 years ago),El Elegido,,,
1285,Anthony Michaels,240 lbs. (109 kg) at 6'2'' (1.88 m),"Copiague, New York (United States of America)",21st June 1970 (age 51),21st August 1993 (28 years ago),Anthony Michaels,,,
1958,Koji Kitao,311 lbs. (141 kg) at 6'7'' (2.01 m),"Tsu, Mie (Japan)",12th August 1963,10th February 1989 (33 years ago),Koji Kitao,10th February 2019,,
12301,Ryota Hama,420 lbs. (191 kg) at 5'9'' (1.75 m),"Ibaraki, Osaka (Japan)",21st November 1979 (age 42),3rd November 2008 (13 years ago),Ryota Hama,,,
2908,unknown,176 lbs. (80 kg) at 5'7'' (1.70 m),Florida (United States of America),31st May 1986 (age 35),2005,Máscara Púrpura,,,
584,Erik Watts,268 lbs. (122 kg) at 6'6'' (1.98 m),"Amarillo, Texas (United States of America)",19th December 1967 (age 54),1992,Erik Watts,,,
3115,unknown,291 lbs. (132 kg) at 5'10'' (1.78 m),"Villa Hidalgo, Zacatecas (Mexico)",6th November 1952 (age 69),19th September 1976 (45 years ago),Asesino Negro,,,
3209,Alexander Pourteau,227 lbs. (103 kg) at 5'11'' (1.80 m),"Bossier City, Louisiana (United States of America)",30th October 1969 (age 52),17th December 1987 (34 years ago),Alex Porteau,,,
195,Thomas Hirschman,195 lbs. (88 kg) at 6'0'' (1.83 m),"Philadelphia, Pennsylvania (United States of America)",25th January 1982,13th August 1999 (22 years ago),Z-Barr,21st July 2020,,
823,Barrett Moore,127 lbs. (58 kg) at 5'6'' (1.68 m),"Los Angeles, California (United States of America)",31st May 1970 (age 51),2001,Veronica Caine ,,,
6330,unknown,195 lbs. (88 kg) at 6'0'' (1.83 m),Florida (United States of America),,,Ace Rockwell,,,
6817,unknown,198 lbs. (90 kg) at 5'10'' (1.78 m),Mexico,17th May 1988 (age 33),13th January 2008 (14 years ago),El Hijo del Enrique Vera,,,
6904,unknown,140 lbs. (64 kg) at 5'5'' (1.65 m),"Hackensack, New Jersey (United States of America)",29th January ???,2004,Jana ,,,
8089,unknown,,"Guadalajara, Jalisco (Mexico)",1982,,Atenea ,,,
8537,Dean Richard Lister,185 lbs. (84 kg) at 6'1'' (1.85 m),"San Diego, California (United States of America)",13th February 1976 (age 46),16th September 2000 (21 years ago),Dean Lister,,,
9652,Ruthann DeBona,123 lbs. (56 kg) at 5'9'' (1.75 m),"Glen Rock, New Jersey (United States of America)",7th March 1976 (age 46),23rd August 2003 (18 years ago),Rue DeBona ,,,
17443,unknown,170 lbs. (77 kg) at 5'11'' (1.80 m),Jalisco (Mexico),12th August 1989 (age 32),20th April 2010 (11 years ago),Leo,,,
23358,Tom DeBlass,205 lbs. (93 kg) at 6'0'' (1.83 m),"New Brunswick, New Jersey (United States of America)",14th May 1982 (age 39),11th June 2010 (11 years ago),Tom DeBlass,,,
31027,unknown,198 lbs. (90 kg) at 6'0'' (1.83 m),"Nottinghamshire, England (United Kingdom)",24th April 1997 (age 24),,Gabriel Kidd,,,
31633,unknown,213 lbs. (97 kg) at 5'11'' (1.80 m),,1997,,HC Dyer,,,
35316,unknown,176 lbs. (80 kg) at 5'11'' (1.80 m),"Brescia, Lombardia (Italy)",,2nd June 2013 (8 years ago),Nick Lenders,,,
338,Rodney Begnaud,240 lbs. (109 kg) at 6'4'' (1.93 m),"Lafayette, Indiana (United States of America)",1973,1998,Rodney Mack,,,
2922,Felipe Adrian Alvarado Díaz,207 lbs. (94 kg) at 5'9'' (1.75 m),"Acapulco de Juárez, Guerrero (Mexico)",26th May 1966 (age 55),1987,Polvo de Estrellas,,,
1312,Jesús Alfonso Huerta Escoboza,216 lbs. (98 kg) at 6'0'' (1.83 m),"Hermosillo, Sonora (Mexico)",4th January 1966,1987,La Parka Jr.,11th January 2020,,
26399,Dean Muhtadi,290 lbs. (132 kg) at 6'4'' (1.93 m),"Alexandria, Virginia (United States of America)",17th July 1986 (age 35),30th August 2012 (9 years ago),Dean Muhtadi,,,
3103,unknown,,Mexico,1989,11th November 2003 (18 years ago),Fantasy,,,
37585,Benito Antonio Martínez Ocasio,,San Juan (Puerto Rico),10th March 1994 (age 28),,Bad Bunny,,,
1352,Wayne Meyer,225 lbs. (102 kg) at 6'1'' (1.85 m),"Orlando, Florida (United States of America)",1975,2000,Lex Lovett,,,
2716,Danny Lammers,160 lbs. (73 kg) at 5'7'' (1.70 m),Germany,10th July 1981 (age 40),,Professor Loco,,,
23997,Vincent Schild,187 lbs. (85 kg) at 6'1'' (1.85 m),"Heilbad Heiligenstadt, Thüringen (Germany)",23rd December 1995 (age 26),14th July 2012 (9 years ago),Vincent the Beast,,,
1564,Kristal Marshall,120 lbs. (54 kg) at 5'5'' (1.65 m),"New York City, New York (United States of America)",11th November 1983 (age 38),2nd December 2005 (16 years ago),Kristal Lashley ,,,
555,Vincent James Russo,220 lbs. (100 kg) at 6'2'' (1.88 m),"New York City, New York (United States of America)",24th January 1961 (age 61),,Vince Russo,,,
612,Jillian Faye Fletcher,130 lbs. (59 kg) at 5'5'' (1.65 m),"Ashland, Kentucky (United States of America)",6th September 1980 (age 41),2002,Jillian Hall ,,,
1216,José Luis Jair Soria,227 lbs. (103 kg) at 5'9'' (1.75 m),"Guadalajara, Jalisco (Mexico)",12th September 1971 (age 50),16th October 1992 (29 years ago),Shocker,,,
190,Salvatore Valente,600 lbs. (272 kg) at 6'9'' (2.06 m),"New York City, New York (United States of America)",,1998,Big Sal E. Graziano,,,
2938,Scott Thompson,450 lbs. (204 kg) at 6'5'' (1.96 m),United States of America,,1990,Krusher Kong,,,
138,David Richard Fliehr,177 lbs. (80 kg) at 6'1'' (1.85 m),"Minneapolis, Minnesota (United States of America)",6th March 1979 (age 43),1999,David Flair,,,
18810,Paul Reubens,,,27th August 1952 (age 69),1st November 2010 (11 years ago),Pee-wee Herman,,,
157,Michael Edwin Neil Sanders,230 lbs. (104 kg) at 6'1'' (1.85 m),"Atlanta, Georgia (United States of America)",20th July 1969 (age 52),??th July 1998,Mike Sanders,,,
841,Theodore Alfred Arcidi,,"Nashua, New Hampshire (United States of America)",16th June 1958 (age 63),,Ted Arcidi,,,285 lbs. (129 kg)
1102,John Roselli,220 lbs. (100 kg) at 6'1'' (1.85 m),"White Plains, New York (United States of America)",23rd September 1980 (age 41),1998,Romeo Roselli,,,
1039,Eric Angle,245 lbs. (111 kg) at 6'1'' (1.85 m),"Pittsburgh, Pennsylvania (United States of America)",8th August 1967 (age 54),19th November 2000 (21 years ago),Eric Angle,,,
2945,Randal Berry Orton,,"Amarillo, Texas (United States of America)",28th May 1958,1976,Barry Orton,19th March 2021,6'1'' (1.85 m),
229,Alfred Poling,310 lbs. (141 kg) at 6'8'' (2.03 m),"New York City, New York (United States of America)",22nd January 1957 (age 65),1989,911,,,
1329,Jesús Reyes González,214 lbs. (97 kg) at 5'11'' (1.80 m),"Lagos de Moreno, Jalisco (Mexico)",10th March 1958 (age 64),27th November 1977 (44 years ago),Máscara Año Dos Mil,,,
788,Dalip Singh Rana,425 lbs. (193 kg) at 7'2'' (2.18 m),"Dhirana, Himachal Pradesh (India)",27th August 1972 (age 49),7th October 2000 (21 years ago),The Great Khali,,,
5756,Michael David Adamle,,"Euclid, Ohio (United States of America)",4th October 1949 (age 72),27th January 2008 (14 years ago),Mike Adamle,,,
792,Peter Gasparino,265 lbs. (120 kg) at 6'4'' (1.93 m),"Greenwich, Connecticut (United States of America)",29th May 1970 (age 51),22nd March 1999 (22 years ago),Pete Gas,,,
1412,Bruno Sassi,260 lbs. (118 kg) at 5'10'' (1.78 m),"Baltimore, Maryland (United States of America)",15th December 1970 (age 51),30th September 1988 (33 years ago),Sally Boy,,,
8057,Houston Alexander,205 lbs. (93 kg) at 6'0'' (1.83 m),"East St. Louis, Illinois (United States of America)",22nd March 1972 (age 49),16th June 2001 (20 years ago),Houston Alexander,,,
1162,Salvatore Martino,290 lbs. (132 kg) at 6'2'' (1.88 m),"Brussel, Brussels Hoofdstedelijk Gewest (Belgium)",18th June 1951,1973,Salvatore Bellomo,9th February 2019,,
1646,Kerry Brown,,"Winnipeg, Manitoba (Canada)",??th February 1958,1977,Kerry Brown,10th September 2009,,266 lbs. (121 kg)
2091,Timothy Michael Welch,,"Macomb, Illinois (United States of America)",,,Mr. Daggert,,6'4'' (1.93 m),
4383,unknown,205 lbs. (93 kg) at 6'0'' (1.83 m),,,,Barish,,,
5024,Colin McKay,210 lbs. (95 kg) at 5'7'' (1.70 m),"East Kilbride, South Lanarkshire, Scotland (United Kingdom)",,1991,Colin McKay,,,
17336,Omar Brunetti,,"Los Mochis, Sinaloa (Mexico)",23rd June 1989 (age 32),2006,Omar Brunetti,,,
30910,Noah Pang-Potjes,250 lbs. (113 kg) at 6'4'' (1.93 m),Hawaii (United States of America),5th June 1991 (age 30),,Kona Reeves,,,
1864,Eriko Tsuchiya,194 lbs. (88 kg) at 5'7'' (1.70 m),"Tokyo, Tokyo (Japan)",19th February 1970 (age 52),6th October 1989 (32 years ago),Shark Tsuchiya ,,,
2589,Chad Slivenski,,"Red Bank, New Jersey (United States of America)",,,Chad Austin,,,
2589,Chad Slivenski,,"Red Bank, New Jersey (United States of America)",,,Chad Austin,,,
6232,Gabriel Grey,180 lbs. (82 kg) at 5'9'' (1.75 m),"Birmingham, West Midlands, England (United Kingdom)",,,Gabriel Grey,,,
9614,unknown,260 lbs. (118 kg) at 6'0'' (1.83 m),"South Bend, Indiana (United States of America)",20th October 1963 (age 58),1982,Brian Costello,,,
28054,Kenji Momota,198 lbs. (90 kg) at 5'10'' (1.78 m),"Tokyo, Tokyo (Japan)",27th October 1981 (age 40),16th December 2013 (8 years ago),Chikara,,,
179,William Sierra,161 lbs. (73 kg) at 5'10'' (1.78 m),"Tampa, Florida (United States of America)",11th August 1957 (age 64),1981,Bill Alfonso,,,
2195,Craig Pittman,250 lbs. (113 kg) at 6'1'' (1.85 m),New York (United States of America),7th March 1960 (age 62),1993,Sgt. Craig Pittman,,,
1853,Dwayne Bruce,247 lbs. (112 kg) at 5'6'' (1.68 m),"Atlanta, Georgia (United States of America)",14th May 1960 (age 61),12th November 1988 (33 years ago),Dwayne Bruce,,,
20425,Ariane Nicole Andrew,120 lbs. (54 kg) at 5'6'' (1.68 m),"Los Angeles, California (United States of America)",3rd November 1987 (age 34),7th July 2011 (10 years ago),Ariane Andrew ,,,
716,Jesús Alvarado Nieves,220 lbs. (100 kg) at 5'7'' (1.70 m),Mexico,7th October 1959,5th October 1975 (46 years ago),Brazo de Oro,28th April 2017,,
2783,unknown,243 lbs. (110 kg) at 6'2'' (1.88 m),"Rochester, New York (United States of America)",5th July 1962 (age 59),1987,Barry Hardy,,,
109,Debra Gale Marshall,117 lbs. (53 kg) at 5'6'' (1.68 m),"Tuscaloosa, Alabama (United States of America)",2nd March 1960 (age 62),??th August 1996,Debra Gale Marshall ,,,
3027,Gene Petit,,Mississippi (United States of America),19th May ???,,Cousin Luke,29th September 2013,,
8849,unknown,198 lbs. (90 kg) at 5'11'' (1.80 m),"Los Angeles, California (United States of America)",6th December 1973 (age 48),2008,El Hijo del Sicodélico,,,
139,Dale Torborg,275 lbs. (125 kg) at 6'7'' (2.01 m),"Mountainside, New Jersey (United States of America)",24th October 1971 (age 50),1998,Dale Torborg,,,
2853,Michael Cole,324 lbs. (147 kg) at 6'8'' (2.03 m),"Greenville, South Carolina (United States of America)",25th July 1974 (age 47),??th June 1999,Mikael Judás,,,
1109,Terence Blalock,251 lbs. (114 kg) at 6'1'' (1.85 m),"Atlanta, Georgia (United States of America)",,1989,Mustafa Saed,,,
172,William Jones,249 lbs. (113 kg) at 5'9'' (1.75 m),"East Orange, New Jersey (United States of America)",,1998,Chilly Willy,,,
5896,Ali Vaez,200 lbs. (91 kg) at 6'1'' (1.85 m),"Richmond, Kentucky (United States of America)",5th April 1979 (age 42),13th May 2005 (16 years ago),Mohamad Ali Vaez,,,
1112,unknown,,,1879,,Ivan Lebedev,1950,,
7091,Amy Lee Murray-Palmer,,"Blackwood, New Jersey (United States of America)",12th August 1969 (age 52),5th May 1989 (32 years ago),Amy Lee ,,5'7'' (1.70 m),
